model,benchmark,reference_observation_class,reference_method,comparison_observation_class,comparison_method,operator,estimand,metric,unit,favorable_direction,n_tasks,reference_mean,comparison_mean,effect,ci_low,ci_high,confidence,bootstrap_iterations,bootstrap_seed,effect_definition,bootstrap_unit
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.00363885,0.0020806749999999997,-0.001558175,-0.001659503125,-0.0014507906249999999,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00363885,0.0020806749999999997,-0.001558175,-0.0016715525000000001,-0.001441416875,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,success,proportion,higher,40,0.725,0.75,0.025,-0.075,0.125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,task_tokens,tokens,lower,40,5169.65,3826.45,-1343.2,-1475.2918750000001,-1218.66875,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,observer_tokens,tokens,lower,40,4410.525,0.0,-4410.525,-4560.7387499999995,-4284.510625,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,total_tokens,tokens,lower,40,9580.175,3826.45,-5753.725,-5944.026875,-5580.897500000001,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,latency_ms,milliseconds,lower,40,31670.6,19266.05,-12404.55,-16142.784374999997,-10068.069375,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.00363885,0.00205655,-0.0015823,-0.0016943068749999998,-0.0014678668750000002,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00363885,0.00205655,-0.0015823,-0.001697825,-0.0014678993749999997,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,success,proportion,higher,40,0.725,0.725,0.0,-0.125,0.125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,task_tokens,tokens,lower,40,5169.65,3784.85,-1384.8,-1496.115,-1278.2225000000003,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,observer_tokens,tokens,lower,40,4410.525,0.0,-4410.525,-4559.376875,-4280.595625,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,total_tokens,tokens,lower,40,9580.175,3784.85,-5795.325,-5975.096874999999,-5621.38,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,latency_ms,milliseconds,lower,40,31670.6,19419.3,-12251.3,-15628.245625,-9887.944375000001,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.00363885,0.002020475,-0.001618375,-0.0017267587500000002,-0.0015088475,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00363885,0.002020475,-0.001618375,-0.0017298031250000002,-0.00150866375,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,turn_clock,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,success,proportion,higher,40,0.75,0.75,0.0,-0.075,0.075,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,task_tokens,tokens,lower,40,3882.625,3826.45,-56.175,-172.81,54.43124999999983,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,total_tokens,tokens,lower,40,3882.625,3826.45,-56.175,-179.1775,50.00749999999983,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,latency_ms,milliseconds,lower,40,20037.65,19266.05,-771.6,-1958.9393749999997,268.4624999999994,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.0020806749999999997,0.00205655,-2.4125000000000014e-05,-0.00012712562499999998,6.0057499999999945e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0020806749999999997,0.00205655,-2.4125000000000014e-05,-0.000128229375,6.022625000000002e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,passive-behavioral,frozen_probe:recompute,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,success,proportion,higher,40,0.75,0.725,-0.025,-0.1,0.05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,task_tokens,tokens,lower,40,3882.625,3784.85,-97.775,-183.05375,-14.818750000000033,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,total_tokens,tokens,lower,40,3882.625,3784.85,-97.775,-183.57562499999997,-11.648125000000148,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,latency_ms,milliseconds,lower,40,20037.65,19419.3,-618.35,-1866.240625,554.4131249999992,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.0020806749999999997,0.002020475,-6.020000000000001e-05,-0.000142855,1.2306249999999976e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0020806749999999997,0.002020475,-6.020000000000001e-05,-0.00014644124999999998,1.3958124999999937e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,context_use,baseline,turn_clock,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,success,proportion,higher,40,0.75,0.725,-0.025,-0.075,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,task_tokens,tokens,lower,40,3826.45,3784.85,-41.6,-126.11624999999997,46.04062499999991,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,total_tokens,tokens,lower,40,3826.45,3784.85,-41.6,-126.504375,46.90124999999999,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,latency_ms,milliseconds,lower,40,19266.05,19419.3,153.25,-877.8668749999997,1250.9868749999996,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.00205655,0.002020475,-3.607499999999999e-05,-9.818687499999994e-05,2.3402499999999995e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00205655,0.002020475,-3.607499999999999e-05,-9.548562500000002e-05,2.3826250000000033e-05,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,passive-behavioral,frozen_probe:recompute,baseline,turn_clock,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,success,proportion,higher,40,0.75,0.75,0.0,-0.125,0.125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,5330.125,4193.125,-1137.0,-1229.3974999999998,-1037.5112500000002,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,4486.425,0.0,-4486.425,-4606.159375,-4376.974375000001,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,9816.55,4193.125,-5623.425,-5762.037499999999,-5489.346875,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,33570.15,20261.35,-13308.8,-14744.721249999999,-12014.041874999999,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.00381475,0.0021874250000000002,-0.001627325,-0.00172662625,-0.001521445625,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00381475,0.0021874250000000002,-0.001627325,-0.00173111,-0.0015194675,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,baseline,context_use,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,success,proportion,higher,40,0.75,0.725,-0.025,-0.175,0.125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,5330.125,4191.375,-1138.75,-1240.8574999999998,-1045.96375,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,4486.425,0.0,-4486.425,-4611.369375,-4379.17625,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,9816.55,4191.375,-5625.175,-5771.65625,-5482.098125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,33570.15,20567.05,-13003.1,-14540.106875000001,-11357.418125,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.00381475,0.0021945,-0.0016202500000000002,-0.0017329575000000002,-0.0015167468750000002,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.00381475,0.0021945,-0.0016202500000000002,-0.0017322012500000001,-0.0015111225,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
gpt-5.6-luna,evolving_intent_gsm8k,active,active_recompute,passive-behavioral,frozen_probe:recompute,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.0,0.0,0.95,2000,12012,comparison_method_minus_reference_method,paired_source_task
