model,benchmark,observation_class,method,operator,estimand,metric,unit,favorable_direction,n_tasks,mean,ci_low,ci_high,confidence,bootstrap_iterations,bootstrap_seed,bootstrap_unit
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,total_tokens,tokens,lower,40,4315.3,4114.945,4522.106875,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,latency_ms,milliseconds,lower,40,20202.0,18857.816875,21498.444375,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,actual_cost_usd,USD,lower,40,0.0022082,0.0020609474999999998,0.0023691062499999996,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0022082,0.00205674,0.0023747,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,lossy_compaction,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,success,proportion,higher,40,0.725,0.575,0.85,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,1.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,1.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,1.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,task_tokens,tokens,lower,40,3784.85,3573.025,4021.10125,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,total_tokens,tokens,lower,40,3784.85,3559.5181250000005,4023.1875000000005,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,latency_ms,milliseconds,lower,40,19419.3,18330.839375000003,20557.4175,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,actual_cost_usd,USD,lower,40,0.002020475,0.0018633931250000002,0.00216915,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,estimated_cost_usd,USD,lower,40,0.002020475,0.0018600181250000001,0.0021815225,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,none,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,success,proportion,higher,40,0.775,0.65,0.9,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,action_rate,proportion_of_observed_checkpoints,descriptive,40,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,acted_on_task,proportion,descriptive,40,1.0,1.0,1.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,scheduled_actions,count,descriptive,40,1.0,1.0,1.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,applied_interventions,count,descriptive,40,1.0,1.0,1.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,task_tokens,tokens,lower,40,4171.25,3947.665,4405.256249999999,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,observer_tokens,tokens,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,total_tokens,tokens,lower,40,4171.25,3957.970625,4402.22625,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,latency_ms,milliseconds,lower,40,20629.7,19193.1425,22167.883749999997,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,actual_cost_usd,USD,lower,40,0.0021536,0.0019909931250000003,0.0023360499999999997,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,reported_cost_usd,USD,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,estimated_cost_usd,USD,lower,40,0.0021536,0.001981966875,0.002330883125,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,upper_bound_cost_usd,USD,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
gpt-5.6-luna,evolving_intent_gsm8k,baseline,turn_clock,public_state_reground,yoked_anchor,failed_retry_attempts,count,lower,40,0.0,0.0,0.0,0.95,2000,12012,source_task
